調査年月日,現状判断,分野,地区,業種,理由
2022-01-01,やや悪くなっている,家計,県南,住宅建設販売,ウッドショックや政府の住宅政策の縮小による住宅受注客の減少。
2022-01-01,やや良くなっている,家計,県南,娯楽業,コロナ感染の収束に伴い、人の流動が良くなった。
2022-01-01,やや悪くなっている,家計,県南,乗用車販売,コロナの影響で自粛が続いており、外出の機会が減っている。
2022-01-01,やや良くなっている,家計,津軽,観光名所等,観光関連は多少底離れ。しかし、観光関連は力強さが見られない。オミクロン株の状況次第。GoToも遠のく。自動車は中古車の値上がりにビックリ！住宅関連も忙しそう。発注しても他の現場も未完成。
2022-01-01,やや良くなっている,家計,津軽,スナック,コロナ感染者の減少と年末で、少しずつお客さんが出始めている。
2022-01-01,やや良くなっている,家計,津軽,都市型ホテル,おでかけキャンペーン等で、やや客足が戻っている。
2022-01-01,やや良くなっている,家計,津軽,美容院,一時的にもコロナが収束した気配に社会の緊張がほぐれ、経済活動が再開したように感じる。
2022-01-01,やや良くなっている,家計,津軽,商店街,街に人が歩いてる姿を見るようになった。
2022-01-01,やや良くなっている,家計,津軽,設計事務所,建築設計の依頼は、12～3月にかけて受注量が多いです。
2022-01-01,やや良くなっている,家計,東青,レストラン,年末で、クリスマスやお節、忘年会の代わりに、お弁当やオードブルなどがよくでた。
2022-01-01,やや良くなっている,家計,東青,観光型ホテル・旅館,昨年9～10月比較すると、月を追う毎に改善している。県の宿泊キャンペーンの効果はやはり大きい。また、今後、隣県からエリア拡大を予定しているとのこと、これにもたいへん期待している。やはり、今後しばらくはキャンペーンや需要刺激策に頼る状況は続くと思う。
2022-01-01,やや良くなっている,家計,東青,コンビニ,多少、人の流れが多くなっている。
2022-01-01,やや良くなっている,家計,東青,商店街,この正月明けくらいまででいえば、全国的にコロナへの対応が落ち着いた感が行き届き、人の行き来、出入りが多くなってきており、それはすなわち経済活動の活発化に繋がっていると思われるため。
2022-01-01,やや良くなっている,家計,東青,観光名所等,入館者数が戻りつつある。9月に臨時休館していたので、10月の出足は弱かったが、11、12月は昨年並み。コロナ前の一昨年比で、10月は半分だが、11、12月は80～90％まで回復。
2022-01-01,やや悪くなっている,家計,県南,コンビニ,商品の値上げ。
2022-01-01,やや良くなっている,家計,東青,一般小売店,感染者数の激減が行動マインド、消費マインドに一定の好影響を与えている。
2022-01-01,やや良くなっている,家計,東青,一般飲食店,年末で需要があり、人の動きもあった。ただ、雪の影響もあって、天気の様子によっても、かなり経済は左右されるなと感じています。
2022-01-01,やや良くなっている,家計,東青,美容院,少しずつ、お客様の出歩くのが多くなり、お店にも顔を出すようになりました。
2022-01-01,やや良くなっている,家計,県南,商店街,新型オミクロン株の情報が比較的に楽観的に伝わっていて、あまり危機感を感じている人は多くないように感じるから。また、年末年始は帰省客が多かったように感じるから。
2022-01-01,やや良くなっている,家計,県南,旅行代理店,秋には修学旅行が実施され、全国的にコロナが落ちついていたので、一般の方々も旅行に出やすかった。
2022-01-01,やや良くなっている,家計,東青,家電量販店,官民一体となって推進したワクチン接種が順調に進み、新型コロナウイルス感染者数が減少したため、お買い物を楽しむ方や帰省客が増えたためです。
2022-01-01,変わらない,家計,県南,観光名所等,客入数、売上共に、変化が見られない。
2022-01-01,やや悪くなっている,家計,津軽,一般小売店,前年比のマイナス幅が前の3カ月前に比べ増えている。10月が商店街のプレミアム商品券で前年がよかった分、今期落ち込みが大きかった。
2022-01-01,変わらない,家計,県南,家電量販店,年末はガソリン・灯油代の高騰や、12月中旬以降は気温が低くなりましたが、暖房商品が苦戦。15才未満の世帯への現金給付もありましたが、急な売上増とはならなかった。
2022-01-01,やや悪くなっている,家計,津軽,コンビニ,売上げが上がる要因が無い。
2022-01-01,やや悪くなっている,家計,東青,スーパー,前年は巣ごもり、内食需要増で売上が堅調でしたが、その反動でかなり厳しい状況。
2022-01-01,やや悪くなっている,家計,東青,衣料専門店,夏以降の悪化するコロナ情勢が、年末以降も続いている。
2022-01-01,やや悪くなっている,家計,東青,住宅建設販売,市内豪雪のため。住宅に対しての税制優遇が無くなったため。
2022-01-01,やや悪くなっている,家計,東青,百貨店,9月後半から10月にかけて、やや持ち直した感があったが、11月・12月は前年に市内で商品券の発行もあり、前年キャッチするに至らず。
2022-01-01,やや悪くなっている,家計,津軽,家電量販店,商品の入荷＝品不足の影響が色濃くなった。
2022-01-01,やや悪くなっている,家計,津軽,レストラン,コロナ感染者がかなり増えているため。(1/12現在)
2022-01-01,変わらない,雇用,東青,新聞社求人広告,コロナ感染拡大が一時的に落ち着いたものの、いまだ様子見をしている状況と思われ、景気が回復していると実感できるほどの状況にはなっていない。
2022-01-01,変わらない,企業,県南,広告・デザイン,コロナが一旦、終息した様に見えるが、イコール、仕事(イベント等)が従来通りにあるとは思えない状況(様子見している状況がある)。
2022-01-01,変わらない,企業,県南,電気機械製造,国内海外共に、工場設備向けの受注が多いです。特に、欧州はクリーンエネルギー関連で盛り上がっていて、日本にも多くの発注が寄せられている。しかし、半導体不足で物作りの世界はすこし足かせをかけられている。
2022-01-01,変わらない,企業,津軽,経営コンサルタント,12月頃までは、県内の新型コロナウイルス発生も落ち着き、買い物客・飲食店等も少しずつ人出が回復しており、年末年始のホテル・旅館の利用者も以前のようにとはいかないまでも、昨年と比べると、各市町村や県の宿泊割引キャンペーン分は、即売に近い予約状況であったようです。市内の飲食キャンペーンの商品券が発売開始１時間余りで完売する様子でしたが、成人式後からクラスターが分散して、発生する状態となり、予定されていた新年会や例会・懇親会は相次いで中止、もしくは延期となっています。
2022-01-01,変わらない,家計,下北,コンビニ,売上が悪いまま。
2022-01-01,変わらない,雇用,県南,新聞社求人広告,業種にもよるが、コロナの影響が長引いているため。
2022-01-01,変わらない,家計,下北,一般飲食店,コロナ禍の中で、おうちで過ごす人が多くなり、なかなか出足が悪い。
2022-04-01,やや悪くなっている,雇用,東青,新聞社求人広告,社会、経済が、新型コロナウイルス感染防⽌対策を講じたうえで、コロナとの共⽣を模索しながら動きだしたところに、世界情勢が不安定になり、先⾏きが⾒通せなくなってきた。
2022-04-01,やや悪くなっている,企業,県南,建設,⻘森県はコロナ感染が⼀向に下⽕とならず、⾼⽌まりしていて、回復の兆しが全く⾒えていない。3月と4月は異動時期でありながら歓送迎会も⾏われない場合が多く、クラスターも毎⽇のように発表され、以前より悪くなっていると思われる。
2022-04-01,やや悪くなっている,企業,津軽,電気機械製造,仕事自体は新規モデルの⽣産がスタートしているため上向く⽅向にあるが、新型コロナウイルス・ウクライナ情勢・半導体不足等により先⾏きは不透明な状況である。
2022-04-01,やや悪くなっている,企業,津軽,⾷料品製造,あらゆる物の物価が⾼騰している。
2022-04-01,やや悪くなっている,家計,県南,⼀般小売店,原油⾼。ロシア、ウクライナ情勢。
2022-04-01,やや悪くなっている,家計,下北,⼀般小売店,いろいろな商品の値上げが相次いでいるが、それに伴い給与が上がっているわけでもなく、みなさん消費に消極的だと思う。
2022-04-01,やや悪くなっている,家計,県南,乗用⾞販売,コロナ禍の影響及び海外情勢の不安定さによる不安、原油⾼による⾷品、消耗品の値上げが悪影響している。
2022-04-01,やや悪くなっている,家計,県南,家電量販店,昨年と比較し、コロナ感染の影響もあり、来客数がやや減少している。
2022-04-01,やや悪くなっている,家計,県南,ガソリンスタンド,エネルギー(⽯油製品、ガス、電気)、⾷料品、その他の商品の価格上昇により、家計の状況は厳しくなっている。
2022-04-01,悪くなっている,家計,東青,⼀般飲⾷店,飲⾷する環境をいろいろ考え整えても、世の雰囲気が依然それを赦すようにならず、⼀喜⼀憂、⽇々の動向に左右されるのみだ。
2022-04-01,やや悪くなっている,企業,東青,⾷料品製造,水産業界は、非常に厳しい。水揚げも不安定で、コロナ禍で飲⾷業界のダメージがひたすら続いている。
2022-04-01,やや悪くなっている,家計,県南,住宅建設販売,イベント自粛もあり展示場来場客が減少した。
2022-04-01,悪くなっている,家計,県南,設計事務所,物価の上昇に社会のシステムが追いついていない。
2022-04-01,悪くなっている,家計,東青,レストラン,ようやく、⻑い冬が終り、これから春か来ると……コロナが、へらない!!
2022-04-01,悪くなっている,家計,東青,スナック,悪いです。3月4月は歓送迎会の時期で毎年多忙でしたが今年で三度目の厳しさには⼤変です。期待外れの毎⽇です。
2022-04-01,悪くなっている,家計,東青,タクシー,個人も企業もほぼ⼀様にコロナ禍の⻑期化で疲弊している事に加え、原材料費の⾼騰による諸物価の値上げに関した否定的な⾔葉を社内従業員やお客様からの⽣の声としてよく耳にするようになった。
2022-04-01,悪くなっている,家計,津軽,百貨店・スーパー,⾷品、灯油、ガソリン等、物価の⾼騰。
2022-04-01,悪くなっている,家計,津軽,⼀般小売店,令和４年1月期の回答で、11月・12月がコロナ感染者が減ってきて景気がもどりつつあるも、１月に入り、コロナ感染が急拡⼤しつつあるのと、⼤雪で景気が悪化しないか心配であると回答したが悪い⽅へ予想が当たった。
2022-04-01,悪くなっている,家計,県南,タクシー,昨年度末、今年度の初めはコロナも落ち着いて、これからはいいぞ頑張れるぞと思った⽮先、「オミクロン」。再び逆戻り。皆さん今まで以上に注意深くなった。
2022-04-01,悪くなっている,家計,県南,コンビニ,異常と思える程のコロナ感染者数のため。
2022-04-01,悪くなっている,家計,下北,コンビニ,新型コロナが終息しないから。
2022-04-01,悪くなっている,企業,東青,経営コンサルタント,ロシアによるウクライナ侵攻で原油価格の⾼騰、小⻨等の価格上昇があり、今年2月に入ってからは⽯油関連製品、⾷料品の値上げが顕著であり、様々な業種に影響がでている。
2022-04-01,悪くなっている,企業,県南,経営コンサルタント,年末年始は、コロナ感染者数も少なく、夜の人出も多く、飲⾷業においても、かなりの売上があったが、その後、感染者数の増加により、夜の人出が減少し、売上の減少傾向が、継続したままになっている。
2022-04-01,悪くなっている,企業,県南,⾷料品製造,モノの価格が全て上昇している。
2022-04-01,悪くなっている,企業,下北,⾷料品製造,コロナ、3回目の春を迎えました。私もそうですが、皆様も疲れてきているのでは。
2022-04-01,悪くなっている,雇用,津軽,新聞社求人広告,原油⾼やウクライナ情勢による輸入原材料の⾼騰で地域経済が冷え込んでいるほか、⾷料品の相次ぐ値上げで個人消費が落ちている。
2022-04-01,やや悪くなっている,家計,県南,娯楽業,コロナ感染症の増加に加え、原油価格・その他の値上げ、直接市⺠⽣活に影響があるものばかりです。景気も悪くなります。
2022-04-01,悪くなっている,家計,東青,家電量販店,多⽅⾯での物価上昇に伴い、個人商品の冷え込みが目⽴っております。
2022-04-01,やや悪くなっている,家計,県南,商店街,ロシア、ウクライナの問題が収束せず、⻑期化し物価等の値上がりが出てきている。また、蔓延防⽌の解除のため感染者が増加している。
2022-04-01,やや悪くなっている,雇用,県南,人材派遣,当社は多数の業界と取引をしているが、コロナウイルスの影響に加えて、いよいよロシア・ウクライナ情勢の影響もじわじわと出ているように感じる。
2022-04-01,やや悪くなっている,家計,津軽,住宅建設販売,お客様の建築意欲があり、⾏動意識も⾼いが、資材⾼騰により、予算が合わず、先延ばしとなるケースがある。
2022-04-01,変わらない,家計,津軽,スナック,蔓延防⽌重点措置が解除されましたが、まだコロナ感染者数は減少していない。
2022-04-01,変わらない,家計,東青,住宅建設販売,以前より、住宅契約件数が、微増ながら伸びたため。最近は、モデルハウスへの来場数、商談数増加などの、傾向がみられないため。（春になったが…）
2022-04-01,変わらない,家計,東青,設計事務所,今に⾄って市場景気は良くもあり悪くもありですが⽣活必需品の相次ぐ値上がりは我々の⽣活にダメージが少しずつこの先も覆いかぶさってきているのかも︕
2022-04-01,変わらない,家計,東青,旅⾏代理店,景気が良くなっている実感がない。
2022-04-01,変わらない,家計,東青,都市型ホテル,3ヶ月前はコロナ感染者が⼀時的に減少し、観光需要が戻りつつあった時期、またあおもりお出かけキャンペーンの影響で県内、市内のお客様に多くご利用いただきました。しかしながら年末年始、需要喚起対策を除くとコロナ前のような人の動きはあまり感じられません。
2022-04-01,変わらない,家計,東青,観光型ホテル・旅館,東北・北海道の各道県においては、⻘森県を除いて既に「県⺠割キャンペーン」が実施されており、⻘森県だけが遅れを取っている状況である。もちろん感染状況が⾼⽌まりの状況であることが理由であるが、有効な具体策を実施できていない現状で⻘森県経済だけが回復遅れている。
2022-04-01,変わらない,家計,東青,⼀般小売店,マンボウ解除で県内観光施設の営業が再開され、さあ、これから︕の⽮先の地震による東北新幹線の断線。陽性者数の数字は毎⽇のように記録更新。マインドも人流もアガっていない。
2022-04-01,変わらない,家計,東青,卸売業,飲⾷店への売上がまだ悪い。全体的に良くなっていない為。
2022-04-01,やや良くなっている,企業,県南,飲料品製造,コロナ禍で県内の感染者数が⾼⽌まりしているものの、徐々に人も動くようになってきた。以前よりは商品の出荷数量なども回復してきた。
2022-04-01,やや良くなっている,家計,下北,タクシー,1月はコロナの第6波がくる前で成人式等も⾏われ、明るい⽇常が戻ると思っていたが2月〜3月はオミクロンと⼤雪で外出にも気が引けるような⽇々で、4月になり、当市はコロナが収まり、⼤学も開校し、新規事業も市役所内で開業され、少しづつ、上向きになっていると思う。
2022-04-01,やや良くなっている,家計,下北,百貨店・スーパー,お買物時間が若⼲⻑めになってきてゆっくり買い物を楽しんでいられるため購買数がのびている。
2022-04-01,やや良くなっている,家計,県南,百貨店・スーパー,新型コロナウイルスの３回目のワクチン接種が進み、経済活動が活性化する可能性があるため。
2022-04-01,やや良くなっている,家計,県南,⾐料専門店,コロナウィルス感染者数が全国的にいったん落ち着きを⾒せ、イベント関連や公的⾏事も緩和され実施されるようになってきている。また、ファッション関係のアイテムの動きが良くなってきている。
2022-04-01,やや良くなっている,家計,県南,旅⾏代理店,ワクチン接種3回目が終わった⽅々が少し安心していることで、どこか旅⾏へ⾏きたいという気持ちになってきている。
2022-04-01,やや良くなっている,家計,津軽,家電量販店,第３Qより第４Q前半の売上⾼前年比が改善している。
2022-04-01,やや良くなっている,家計,津軽,観光名所等,前年比来客数が1.5倍になっております。
2022-04-01,やや良くなっている,家計,津軽,美容院,季節的な要因。
2022-04-01,やや良くなっている,家計,津軽,商店街,まん防が終わったので、人が街を歩くようになっています。
2022-04-01,やや良くなっている,家計,東青,⾐料専門店,単年度での売上に限れば良くなっている。
2022-04-01,やや良くなっている,家計,東青,娯楽業,３月の集客が多少であるが増えました。
2022-04-01,良くなっている,家計,津軽,設計事務所,来年度の仕事の依頼もあり休⽇返上でこなしている状態です。コロナで控えてたのがここにきて⼀⻫に動いたという感じでしょうか。
2022-04-01,良くなっている,家計,東青,観光名所等,2月末まで休館していたため。
2022-04-01,やや悪くなっている,家計,津軽,コンビニ,マンボウがあけても人の動きが無い為。
2022-04-01,変わらない,家計,津軽,乗用⾞販売,景気が停滞している。⾼額商品の買い控えが起きている。
2022-04-01,変わらない,家計,津軽,レストラン,どちらかというと悪くなっている。当地区のみまん防の影響で、休業した為。
2022-04-01,変わらない,企業,東青,建設,3か月前から業績が特に変わっていないため。
2022-04-01,変わらない,家計,県南,レストラン,相変わらず、市街に人がいない。閉店する⼤型店舗、なくなるイベント。このまま変わらないのではないかと不安である。
2022-04-01,やや悪くなっている,家計,津軽,⼀般飲⾷店,コロナ感染が減少傾向にないマスコミの報道で、市はまん延防⽌重点措置が解除になっても未だに客数が増えない。さらに、ロシアのウクライナ攻撃で多くの原材料・燃料価格が上がり、景気好転の兆しが⾒えてこない。
2022-04-01,やや悪くなっている,家計,津軽,ガソリンスタンド,個人消費の落ち込み。
2022-04-01,やや悪くなっている,家計,津軽,都市型ホテル,コロナ第6波によるまん防等の影響により、予約業務がほぼキャンセルとなった。
2022-04-01,やや悪くなっている,家計,東青,コンビニ,物価が値上りし客数も少ない。
2022-04-01,やや悪くなっている,家計,東青,商店街,3か月前の社会状況に加えて、国内の動向だけでは左右できない、国際的かつ⾝近に影響の⼤きい読み切れない経済的不安要素が⼤きく加わった。海外⽣産の滞りによる物流ストップの影響も確実に⼤きくなり始め購入マインドのある顧客に対しても商品が供給できない事象が急激に増え始めた。3か月前の、やや希望の持てる先⾏き⾒通しとは現在明らかに状況が異なってきているため、この回答とした。
2022-04-01,やや悪くなっている,家計,東青,美容院,コロナの感染人数によって⽇々、変わってます。
2022-04-01,変わらない,雇用,県南,新聞社求人広告,コロナ感染が⾼⽌まりしているため、イベント等が中⽌や延期の状況が続いているため。
2022-04-01,変わらない,雇用,津軽,人材派遣,新型コロナ感染者数が相変わらず減少しないことで、外⾷、観光等外出を控える傾向が続く。
2022-04-01,変わらない,雇用,東青,人材派遣,派遣求人の受注が減っており、⻑期勤務可能なものよりも官公庁の臨時職員等が増えている。
2022-04-01,変わらない,企業,県南,広告・デザイン,2年以上に及ぶコロナ禍で、企業や商店も厳しい売上状況が続き、企業体⼒が落ちている。広告費も吟味され、昔の様に簡単に発注できないようだ。
2022-04-01,変わらない,企業,県南,電気機械製造,停滞のままで変わっていない感じです。仕事はあっても人手不足で仕事量が⼗分にこなせない会社が多い。
2022-04-01,変わらない,家計,津軽,⾐料専門店,2年前から景気は良くなっていない。3ヶ月前も悪いから。
2022-04-01,変わらない,企業,津軽,広告・デザイン,悪い状況が続いている。⼯事物件が増えていない。⾒積り以来数が増えていない。
2022-04-01,変わらない,企業,県南,紙・パルプ製造,新型コロナの規制緩和はされているが、ロシアの侵攻問題により経済への不安。
2022-04-01,変わらない,家計,県南,百貨店・スーパー,コロナ罹患者が増え続けている為、飲⾷店関係のお客様の声は総じて厳しい。
2022-04-01,変わらない,家計,県南,⼀般飲⾷店,市でのコロナが中々減少しないことが⼤きな要因では。まだまだ続きそうであります。結果客足が伸びない、来店頻度の低迷につながっている。
2022-04-01,変わらない,家計,県南,観光名所等,売上も例年並みであり、⼤きな変化はみられない。
2022-04-01,変わらない,家計,県南,卸売業,商品注文件数が増えていないので。
2022-04-01,変わらない,家計,県南,美容院,来店頻度が⻑くなっている。外出や交流が少ないためかも。
2022-04-01,変わらない,家計,下北,⼀般飲⾷店,3ヶ月前と同様でコロナが出たと⾔えば街に出なくなりすこし回復ぎみとわかればいくらかは、足をはこぶ客もいるくらいです。
2022-04-01,変わらない,家計,下北,都市型ホテル,相変わらずコロナによる自粛ムードのまま、飲⾷を伴う会合はほぼ無いに等しい状況です。
2022-04-01,変わらない,企業,東青,広告・デザイン,新型コロナウイルス感染症拡⼤が落ち着かず、ウィズコロナで経済を回す手法が始まったのが最近のため。
2022-04-01,変わらない,企業,津軽,経営コンサルタント,新型コロナウイルスまん延からずっと影響が⼤きい冠婚葬祭関係は未だに改善が⾒られないが、あまり直接影響を受けないであろう業種でも全体的に売り上げが下がっている傾向にある。⼀⽅市内のスーパーやドラックストアの⼟⽇は、駐⾞場もいっぱいで買い物客の人出は多い。
2022-04-01,変わらない,家計,下北,ガソリンスタンド,コロナの感染が収まらず、依然としてこう着状態であるため。
2022-07-01,やや良くなっている,家計,県南,住宅建設販売,物価は上がっているが受注⾦額が伸びている。
2022-07-01,やや良くなっている,家計,県南,卸売業,少しずつ注文が増えてきていると感じる。
2022-07-01,やや良くなっている,家計,下北,百貨店・スーパー,ワクチン接種等でコロナ禍の影響が薄れ外出する機会が増加による消費。
2022-07-01,やや良くなっている,家計,下北,ガソリンスタンド,ホテル等での会合が段々増えてきました。宿泊者も増加し、予約を取るのが⼤変になって来ているようです。また、飲み屋でも混んできているという話を聞くので。
2022-07-01,やや良くなっている,家計,下北,タクシー,⾷品・消耗品等、生活に関わる物の値上げで苦しい所もありますが、学校・社会の活動が活発になり、イベントや⼈の流れも戻ってきていて活気があり、⾃由になるお⾦をやりくりして楽しんでいるように思えるから。
2022-07-01,やや良くなっている,企業,東青,経営コンサルタント,新型コロナウイルス対策による⾏動制限が緩和され、５月の連休は県内の飲⾷業・宿泊業は、コロナ禍前の９割近くまで回復があった事があげられるが、依然として、半導体不⾜、⽯油関連・穀物関連は値上がりが続いているため予断を許さない。
2022-07-01,やや良くなっている,企業,津軽,経営コンサルタント,会⾷の機会も多少増えているし、夜の繁華街にも⼈手が多少戻ってきている。弘前では特に若い⼈たちの夜の飲⾷店の利用が増えてきているし、タクシーも（絶対数が少ないのだが）つかまりにくくなっている。
2022-07-01,変わらない,家計,東青,コンビニ,物価が⾼くなっている為。
2022-07-01,やや良くなっている,企業,下北,⾷料品製造,値上げラッシュではあるが、それ以上に過去2年、この時期にはなかった⼈の往来がある。
2022-07-01,やや良くなっている,雇用,県南,新聞社求⼈広告,少しずつだがイベント等が復活して来ているため。
2022-07-01,変わらない,家計,東青,美容院,コロナなどもあると思いますが値上りなどが続いているので美容の⽅にも回数は少ないと思います。
2022-07-01,やや良くなっている,家計,県南,⾐料専門店,様々なイベントなどが再開されるようになり、多岐にわたる商品の需要が増えてきている。
2022-07-01,変わらない,家計,東青,設計事務所,地球規模での変動の影響は業種や職業に関わらずダメージを受けております。⼀律の⾒⽅はできませんがこの地域でさえも⽇用物価の値上がりは生活に直結して全てに覆いかぶさっております。
2022-07-01,変わらない,家計,津軽,設計事務所,予定している建築計画をこれ以上先延ばしできないという⽅もいるのではないでしょうか。出⼝の⾒えない資材の⾼騰状況ですので今のうちにという気持ちはあると思います。
2022-07-01,変わらない,家計,津軽,観光名所等,つい、2019までと比較してしまいます。当事業所は、通年を通して⾏事は勿論、すべて影響をうけている。今年の桜祭りは過去1度しか経験したことがない早咲きと、コロナで昨年同様、⼊園時の検査など今年も静か。恒例の桜祭り時の⼤型バスターミナル利用は不要でした。来訪者はいまだ回復していない。毎年の修学旅⾏などの団体客が4月と比較して少ない。
2022-07-01,変わらない,家計,津軽,娯楽業,特に変わっていないので。
2022-07-01,やや良くなっている,企業,県南,飲料品製造,会合の懇親会なども徐々に開催されるようになり、ホテル、飲⾷店なども積極的に営業活動も再開、徐々に夜の町にも⼈が出始めた。
2022-07-01,やや良くなっている,家計,県南,レストラン,県外からのお客様がふえている。
2022-07-01,やや良くなっている,家計,津軽,旅⾏代理店,旅⾏に⾏かれる⽅が増えている。
2022-07-01,やや良くなっている,家計,津軽,⼀般小売店,1〜3月は前年比でかなり悪かったが、4〜6月は前年より少しだけ良くなったので。
2022-07-01,良くなっている,家計,東青,観光名所等,来館者の増加。
2022-07-01,良くなっている,家計,東青,商店街,観光やビジネスでの県外客が5月の連休を境にどんどん増えている。新幹線も満席に近い状態が復活しつつあり、駅も混雑がみられる。暑さが早かったので夏物の動きも活発で早く、プレミアム券の後押しもあって消費マインドは好調に感じる。
2022-07-01,良くなっている,家計,東青,都市型ホテル,⻘森県お出かけキャンペーンの延⻑、ブロック割への拡⼤により東北⼀円のビジネス需要が⾼まっている。
2022-07-01,良くなっている,家計,県南,旅⾏代理店,修学旅⾏などの学校⾏事が戻ってきている。
2022-07-01,やや良くなっている,家計,東青,卸売業,飲⾷店向けの商品の受注が多くなっている。
2022-07-01,やや良くなっている,家計,東青,⼀般飲⾷店,比較的に3カ月前よりは⼈が動いてきているのですが未だ安定して客数が毎⽇あるという状態ではありません。コロナ、物価⾼いろいろ難題が多い。
2022-07-01,やや良くなっている,家計,東青,⼀般小売店,GWから初夏に向けて、それ以前と比べ明らかな⼈流増が⾒られるから。心配されたGW後の感染者増もさほどではなく、旅⾏や会合、飲⾷などでコロナ前と変わらない社会活動が戻ってきている。
2022-07-01,やや良くなっている,家計,東青,観光型ホテル・旅館,主にGW期間前後から、観光の宿泊が増えてきた。県⺠割の延⻑の効果は⼤きい。
2022-07-01,変わらない,家計,津軽,乗用⾞販売,新⾞購⼊の買い控えにより受注が回復しない。
2022-07-01,やや良くなっている,家計,東青,旅⾏代理店,仕事の量が増えてきて数字も上ってきている。
2022-07-01,やや良くなっている,家計,東青,娯楽業,若⼲ではあるが４月に⼊りお客様の戻りを感じます。
2022-07-01,やや良くなっている,家計,東青,百貨店・スーパー,コロナ対策規制緩和による社会⾏事、催事の再開、観光業界回復の兆し。
2022-07-01,やや良くなっている,家計,東青,⾐料専門店,コロナ騒動前と比べると全く良くないですが、昨対比を⾒ると上向き傾向です。当市はプレミアム商品券等で消費を刺激していますし、⼣刻の商店街の⼈通りも増えていますし、来店者の顔⾊も良いです。嬉しい。
2022-07-01,やや良くなっている,家計,東青,スナック,相変わらず厳しいですが、ようやく⼈出が多少なりと出て来ました。ただコロナ禍が心配です。個⼈で注意するだけです。
2022-07-01,やや良くなっている,家計,津軽,商店街,街に⼈(地元の⼈も観光の⼈も)が増えた。ウイルスの重症化率も減っているから。
2022-07-01,やや良くなっている,家計,津軽,観光型ホテル・旅館,⻘森おでかけキャンペーン実施により。
2022-07-01,やや良くなっている,家計,津軽,レストラン,観光客が利用する様になったため。
2022-07-01,やや良くなっている,家計,津軽,⾐料専門店,結婚式、会議、総会、会合などをする様になってきた。
2022-07-01,やや良くなっている,家計,東青,レストラン,ドン底は脱したのかな?
2022-07-01,変わらない,家計,津軽,ガソリンスタンド,燃料・⾷品等の販売価格が値上げに転じており、消費者が買い控えている状況である。
2022-07-01,変わらない,家計,県南,タクシー,⼀時期は良くなるのかなと⾔う期待を持ったけれども、全く期待外れ。県南地区はコロナ患者が減らない。あっという間にコロナ患者が増えだしてどこにも⾏けない。繁華街は淋しくなった。⼈影がまばらになった。
2022-07-01,やや悪くなっている,家計,県南,⼀般小売店,4月、5月(6月)とコロナ禍の前年比を下廻っている。
2022-07-01,やや悪くなっている,家計,県南,百貨店・スーパー,収まらない新型コロナウイルスの陽性者数、物価の上昇、電気料⾦の上昇、ロシアによるウクライナ侵攻が終わらずに、世界経済⾊んな面で良くない影響が出ているため。
2022-07-01,やや悪くなっている,家計,県南,ガソリンスタンド,燃料費⾼騰、物価上昇が顕著となり、企業は設備投資に慎重になり、個⼈消費は下押し圧⼒が強まっている。
2022-07-01,やや悪くなっている,家計,県南,家電量販店,燃料、電気料の値上げ、⾷材の値上などで購売意欲が上昇しないように⾒られる。また、上海ロックダウンにより⼊荷遅れ商品等の影響あり。
2022-07-01,やや悪くなっている,家計,県南,乗用⾞販売,コロナ禍の影響が緩和され、⾏動制限が⼀部解除されて来ているが、海外情勢の不安定が継続されており、その影響がガソリン⾼にはじまり、⾷品・生活用品にまで顕著に表れてきて、消費者の購買意欲が低下している。
2022-07-01,やや悪くなっている,家計,下北,コンビニ,コロナがまた感染が広がってきた。
2022-07-01,やや悪くなっている,家計,下北,都市型ホテル,やや終息に向かうかと思われたコロナウイルス感染症が、ここにきてまた拡⼤しだし⼈の動きに影響を与えている。
2022-07-01,やや悪くなっている,企業,東青,建設,物価⾼騰により「原価」が上がりすぎている。お客様の事業計画に支障が出てきている。
2022-07-01,やや悪くなっている,企業,県南,電気機械製造,鉄・ステンレス・銅など素材価格の⾼値、欧⽶の利上げによる⼯場投資の縮少⾒通し。
2022-07-01,変わらない,家計,津軽,住宅建設販売,建築資材の価格⾼騰により、買い控え、様⼦を⾒る動きも出て来た。来年以降に新築計画を延期する動き。
2022-07-01,悪くなっている,家計,東青,家電量販店,世界情勢の変化に伴うエネルギー価格の⾼騰により、物流費をはじめ多⽅面で物価上昇の動きが活発化しております。消費者の生活においてはガソリン代や光熱費、⽇用品や⾷品を中心とする値上げが連⽇報道されており、消費を抑え込む結果となっております。
2022-07-01,悪くなっている,家計,県南,設計事務所,収⼊は増えず、物価は⼤きく上昇している。
2022-07-01,悪くなっている,家計,県南,スナック,コロナがふえている。
2022-07-01,悪くなっている,企業,津軽,⾷料品製造,物の値上り。
2022-07-01,悪くなっている,企業,県南,建設,コロナも落ち着いて⾏動制限も緩和されたことで少し回復の兆しが⾒えていたが、円安の影響で生活用品、⾷料品、ガソリンなど生活の必需品がすべて値上がり。様々な費用を削っても生活できないレベルまで達してきた。
2022-07-01,悪くなっている,企業,県南,⾷料品製造,全てのコストが急上昇。
2022-07-01,悪くなっている,雇用,津軽,新聞社求⼈広告,光熱費や⾷料品等の値上がりで個⼈消費が落ちていて、外⾷や観光産業に影響している。
